DEMO_age,DEMO_gender,DEMO_identity_indigenous,DEMO_identity_lgbtq,LONELY_ucla_loneliness_scale_score
58,Non-binary,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
64,Woman,Not Selected,Not Selected,4
31,NA,NA,NA,NA
35,Man,Not Selected,Not Selected,7
29,Woman,NA,Not Selected,NA
53,Woman,NA,Not Selected,NA
22,Woman,NA,Not Selected,NA
55,Woman,Not Selected,Not Selected,9
62,NA,NA,NA,NA
67,Woman,NA,Not Selected,NA
64,Woman,NA,Not Selected,NA
45,Woman,NA,Not Selected,NA
71,NA,NA,NA,NA
54,Non-binary,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
50,NA,NA,NA,NA
25,NA,NA,NA,NA
41,Woman,NA,Not Selected,NA
64,NA,NA,NA,NA
35,Woman,Not Selected,Not Selected,7
65,Woman,Not Selected,Not Selected,3
84,Woman,NA,Not Selected,NA
29,Man,Not Selected,Not Selected,5
58,Woman,NA,Not Selected,NA
32,NA,NA,NA,NA
31,NA,NA,NA,NA
38,NA,NA,NA,NA
30,Man,Not Selected,Not Selected,6
59,NA,NA,NA,NA
46,NA,NA,NA,NA
38,Woman,NA,Not Selected,NA
49,Woman,NA,Not Selected,NA
54,NA,NA,NA,NA
33,Man,Not Selected,Not Selected,5
37,Woman,NA,Not Selected,NA
62,Man,NA,Not Selected,NA
33,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
70,Man,Not Selected,Not Selected,3
50,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
NA,NA,NA,NA,6
NA,NA,NA,NA,8
52,Woman,NA,Not Selected,NA
27,NA,NA,NA,NA
35,NA,NA,NA,NA
29,Woman,NA,Not Selected,NA
28,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
52,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
63,Woman,NA,Not Selected,NA
35,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,3
54,Woman,NA,Not Selected,NA
25,Man,Not Selected,Not Selected,6
43,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
69,Woman,NA,Not Selected,NA
44,Woman,Not Selected,Not Selected,3
39,Man,NA,Not Selected,NA
NA,NA,NA,NA,NA
59,NA,NA,NA,NA
36,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
53,Woman,NA,Not Selected,NA
35,Man,Presented but no response,Not Selected,5
73,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
40,Woman,NA,Not Selected,NA
77,Woman,Not Selected,Not Selected,7
63,NA,NA,NA,NA
55,Man,Not Selected,Not Selected,5
63,NA,NA,NA,NA
54,Woman,NA,Not Selected,NA
64,NA,NA,NA,NA
68,Woman,NA,Not Selected,NA
28,Man,NA,Not Selected,NA
36,NA,NA,NA,NA
24,NA,NA,NA,NA
78,Man,Not Selected,Not Selected,9
60,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
NA,NA,NA,NA,NA
52,Woman,Not Selected,Not Selected,8
76,NA,NA,NA,NA
74,Woman,Not Selected,Not Selected,9
28,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
NA,NA,NA,NA,6
NA,NA,NA,NA,6
31,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
59,NA,NA,NA,NA
56,NA,NA,NA,NA
19,Man,NA,Not Selected,NA
66,Man,NA,Not Selected,NA
55,Woman,NA,Not Selected,NA
39,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
74,Woman,NA,Not Selected,NA
26,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,4
25,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
64,Woman,NA,Not Selected,NA
31,Man,Not Selected,Not Selected,NA
70,Woman,Not Selected,Not Selected,NA
29,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
NA,NA,NA,NA,4
NA,NA,NA,NA,NA
80,Woman,Not Selected,Not Selected,6
34,NA,NA,NA,NA
21,Man,Not Selected,Not Selected,5
30,Woman,NA,Not Selected,NA
27,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)","Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",NA
64,Woman,Not Selected,Not Selected,9
77,Woman,Not Selected,Not Selected,7
68,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
57,Woman,NA,Not Selected,NA
82,NA,NA,NA,NA
26,Woman,NA,Not Selected,NA
25,Woman,NA,Not Selected,NA
NA,NA,NA,NA,6
NA,NA,NA,NA,9
50,NA,NA,NA,NA
35,Man,Not Selected,Not Selected,5
44,NA,NA,NA,NA
40,Woman,Not Selected,Not Selected,5
52,Woman,Not Selected,Not Selected,4
64,Woman,NA,Not Selected,NA
52,NA,NA,NA,NA
61,Woman,NA,Not Selected,NA
60,Woman,Not Selected,Not Selected,9
NA,NA,NA,NA,6
NA,NA,NA,NA,8
23,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
45,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
20,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
71,Woman,NA,Not Selected,NA
64,NA,NA,NA,NA
36,Woman,NA,Not Selected,NA
28,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
23,Woman,Not Selected,Not Selected,6
70,Woman,Not Selected,Not Selected,9
NA,NA,NA,NA,7
NA,NA,NA,NA,6
52,Woman,NA,Not Selected,NA
67,NA,NA,NA,NA
20,Man,NA,Not Selected,NA
31,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
47,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
25,Man,NA,Not Selected,NA
36,Woman,Not Selected,Not Selected,NA
38,NA,NA,NA,NA
27,Man,Not Selected,Not Selected,5
33,Woman,NA,Not Selected,NA
44,NA,NA,NA,NA
58,NA,NA,NA,NA
28,Man,NA,NA,NA
65,Woman,NA,Not Selected,NA
35,Man,Not Selected,Not Selected,4
32,NA,NA,NA,NA
58,Woman,NA,Not Selected,NA
18,Man,NA,Not Selected,NA
81,Woman,NA,Not Selected,NA
NA,NA,NA,NA,8
19,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
NA,NA,NA,NA,6
26,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",5
34,NA,NA,NA,NA
38,Non-binary,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",6
22,NA,NA,NA,NA
64,NA,NA,NA,NA
NA,NA,NA,NA,NA
35,Woman,NA,Not Selected,NA
63,NA,NA,NA,NA
57,Man,Not Selected,Not Selected,7
NA,NA,NA,NA,6
NA,NA,NA,NA,6
32,Man,Not Selected,Not Selected,6
62,Woman,NA,Not Selected,NA
35,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
60,NA,NA,NA,NA
35,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
71,Woman,NA,Not Selected,NA
24,Non-binary,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
69,Woman,NA,Not Selected,NA
36,Woman,Not Selected,Not Selected,6
NA,Woman,Not Selected,Not Selected,NA
60,Woman,NA,Not Selected,NA
72,Man,NA,Not Selected,NA
NA,NA,NA,NA,NA
60,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
58,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
33,NA,NA,NA,NA
26,Woman,NA,Not Selected,NA
29,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
37,Man,Not Selected,Not Selected,5
32,Man,Not Selected,Not Selected,5
31,NA,NA,NA,NA
22,NA,NA,NA,NA
57,Woman,NA,Not Selected,NA
34,Man,Not Selected,Not Selected,3
54,Woman,Not Selected,Not Selected,4
57,Woman,NA,Not Selected,NA
46,Woman,NA,Not Selected,NA
38,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
23,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
26,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",5
48,Woman,NA,Not Selected,NA
33,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
31,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
79,Man,NA,Not Selected,NA
69,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
84,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
78,Woman,NA,Not Selected,NA
NA,NA,NA,NA,NA
46,Woman,NA,Not Selected,NA
57,Woman,Not Selected,Not Selected,NA
NA,NA,NA,NA,NA
24,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",8
NA,NA,NA,NA,5
56,Woman,Presented but no response,Not Selected,5
64,Man,Not Selected,Not Selected,3
25,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
30,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,7
71,Woman,NA,Not Selected,NA
28,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
25,NA,NA,NA,NA
26,NA,NA,NA,NA
35,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
37,Woman,Not Selected,Not Selected,5
40,Woman,NA,Not Selected,NA
63,Woman,NA,Not Selected,NA
28,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
29,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
73,Woman,NA,Not Selected,NA
56,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
57,Man,Not Selected,Not Selected,3
30,Man,Not Selected,Not Selected,6
20,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
54,NA,NA,NA,NA
30,NA,NA,NA,NA
29,NA,NA,NA,NA
NA,NA,NA,NA,NA
75,NA,NA,NA,NA
25,NA,NA,NA,NA
52,Man,Not Selected,Not Selected,NA
44,Woman,Not Selected,Not Selected,NA
39,NA,NA,NA,NA
35,Woman,Not Selected,Not Selected,4
27,NA,NA,NA,NA
59,NA,NA,NA,NA
41,Woman,NA,Not Selected,NA
60,NA,NA,NA,NA
63,Woman,NA,Not Selected,NA
75,Woman,NA,Not Selected,NA
49,NA,NA,NA,NA
25,Man,Not Selected,Not Selected,7
34,NA,NA,NA,NA
80,NA,NA,NA,NA
43,NA,NA,NA,NA
66,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
53,Woman,NA,Not Selected,NA
72,Woman,NA,Not Selected,NA
67,Woman,Not Selected,Not Selected,NA
NA,NA,NA,NA,6
NA,NA,NA,NA,6
18,Woman,Not Selected,Not Selected,6
39,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
36,NA,NA,NA,NA
26,Man,Not Selected,Not Selected,6
35,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",4
56,NA,NA,NA,NA
26,Man,Not Selected,Not Selected,6
34,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
68,Woman,NA,Not Selected,NA
30,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,3
25,Woman,Not Selected,Not Selected,NA
65,NA,NA,NA,NA
79,Woman,NA,Not Selected,NA
56,NA,NA,NA,NA
25,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",9
71,NA,NA,NA,NA
NA,NA,NA,NA,9
72,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,7
NA,NA,NA,NA,6
54,Woman,NA,Not Selected,NA
NA,NA,NA,NA,NA
30,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
38,NA,NA,NA,NA
71,Woman,NA,Not Selected,NA
83,NA,NA,NA,NA
67,NA,NA,NA,NA
32,NA,NA,NA,NA
31,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
38,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
NA,NA,NA,NA,7
NA,NA,NA,NA,6
26,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,3
72,Man,Not Selected,Not Selected,NA
28,NA,NA,NA,NA
44,Woman,NA,Not Selected,NA
81,NA,NA,NA,NA
29,Man,Not Selected,Not Selected,6
46,Woman,NA,Not Selected,NA
NA,NA,NA,NA,NA
35,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",3
47,Woman,Not Selected,Not Selected,4
33,Man,Not Selected,Not Selected,4
30,Man,Not Selected,Not Selected,5
51,Woman,NA,Not Selected,NA
70,Woman,NA,Not Selected,NA
23,NA,NA,NA,NA
63,Woman,NA,Not Selected,NA
NA,NA,NA,NA,7
32,Man,Not Selected,Not Selected,6
NA,NA,NA,NA,4
31,NA,NA,NA,NA
38,NA,NA,NA,NA
34,NA,NA,NA,NA
33,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",5
33,Woman,NA,Not Selected,NA
25,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
25,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
67,Woman,Not Selected,Not Selected,5
NA,NA,NA,NA,NA
37,NA,NA,NA,NA
42,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
42,NA,NA,NA,NA
32,NA,NA,NA,NA
33,Woman,NA,Not Selected,NA
63,Woman,NA,Not Selected,NA
42,Woman,NA,Not Selected,NA
36,NA,NA,NA,NA
NA,NA,NA,NA,7
26,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",9
NA,NA,NA,NA,7
78,Woman,NA,Not Selected,NA
25,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
19,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
25,Man,NA,Not Selected,NA
50,Woman,NA,Not Selected,NA
25,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",NA
38,Woman,NA,Not Selected,NA
61,Man,Not Selected,Not Selected,9
21,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
78,Woman,NA,Not Selected,NA
63,Woman,NA,Not Selected,NA
61,Woman,NA,Not Selected,NA
79,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
NA,NA,NA,NA,5
NA,NA,NA,NA,6
28,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
26,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,4
32,NA,NA,NA,NA
24,Woman,NA,Not Selected,NA
29,NA,NA,NA,NA
18,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
62,Woman,NA,Not Selected,NA
23,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",NA
63,Man,NA,Not Selected,NA
22,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
68,Woman,NA,Not Selected,NA
65,NA,NA,NA,NA
30,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
26,Man,Not Selected,Not Selected,5
55,Woman,NA,Not Selected,NA
42,Woman,NA,Not Selected,NA
28,Woman,NA,Not Selected,NA
31,Woman,Not Selected,Not Selected,5
28,Woman,NA,Not Selected,NA
22,NA,NA,NA,NA
44,Woman,NA,Not Selected,NA
61,NA,NA,NA,NA
86,Woman,NA,Not Selected,NA
23,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
67,NA,NA,NA,NA
NA,NA,NA,NA,NA
43,NA,NA,NA,NA
NA,NA,NA,NA,9
50,Man,Not Selected,Not Selected,6
43,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
28,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
NA,NA,NA,NA,NA
43,Woman,NA,Not Selected,NA
63,Woman,Not Selected,Not Selected,9
42,Man,Not Selected,Not Selected,7
25,Woman,NA,Not Selected,NA
79,NA,NA,NA,NA
48,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
67,NA,NA,NA,NA
49,"Non-binary (including those identifying as Two Spirit, agender, genderfluid, genderqueer, or with another term)",NA,Not Selected,NA
62,Woman,Not Selected,Not Selected,8
52,Woman,NA,Not Selected,NA
72,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
33,Woman,NA,Not Selected,NA
61,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
73,NA,NA,NA,NA
43,NA,NA,NA,NA
47,Woman,NA,Not Selected,NA
61,Woman,NA,Not Selected,NA
34,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",8
27,NA,NA,NA,NA
27,Man,Not Selected,Not Selected,NA
NA,NA,NA,NA,NA
54,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",6
48,Woman,NA,Not Selected,NA
28,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,9
46,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
NA,NA,NA,NA,6
NA,NA,NA,NA,5
46,Woman,NA,Not Selected,NA
38,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",6
85,NA,NA,NA,NA
41,Woman,NA,Not Selected,NA
25,Man,Not Selected,Not Selected,7
47,Woman,NA,Not Selected,NA
18,NA,NA,NA,NA
25,NA,NA,NA,NA
23,Woman,Not Selected,Not Selected,6
34,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
28,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
73,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
66,Woman,NA,Not Selected,NA
72,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
49,Woman,NA,Not Selected,NA
46,NA,NA,NA,NA
32,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",3
25,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
57,NA,NA,NA,NA
26,Woman,NA,Not Selected,NA
42,Woman,Not Selected,Not Selected,7
70,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
56,Woman,NA,Not Selected,NA
50,NA,NA,NA,NA
61,Woman,NA,Not Selected,NA
26,Man,Not Selected,Not Selected,5
38,NA,NA,NA,NA
32,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,4
36,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
27,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
62,NA,NA,NA,NA
35,Woman,Not Selected,Not Selected,4
20,Woman,Not Selected,Not Selected,7
35,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
45,Man,Not Selected,Not Selected,NA
30,Man,Not Selected,Not Selected,6
71,Woman,Not Selected,Not Selected,3
NA,NA,NA,NA,5
NA,NA,NA,NA,5
38,Man,Not Selected,Not Selected,6
67,Woman,NA,Not Selected,NA
73,Woman,Not Selected,Not Selected,3
63,Woman,Not Selected,Not Selected,3
57,NA,NA,NA,NA
NA,NA,NA,NA,7
NA,NA,NA,NA,8
42,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",9
18,NA,NA,NA,NA
33,Woman,Not Selected,Not Selected,NA
33,Woman,Not Selected,Not Selected,NA
75,Man,Not Selected,Not Selected,NA
62,NA,NA,NA,NA
43,NA,NA,NA,NA
73,Woman,NA,Not Selected,NA
26,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,9
63,Woman,Not Selected,Not Selected,NA
65,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
48,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",7
NA,NA,NA,NA,NA
NA,NA,NA,NA,NA
27,Man,Not Selected,Not Selected,NA
49,Man,NA,Not Selected,NA
54,NA,NA,NA,NA
25,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
28,NA,NA,NA,NA
30,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",6
75,Woman,NA,Not Selected,NA
42,Woman,NA,Not Selected,NA
64,Woman,NA,Not Selected,NA
NA,NA,NA,NA,5
NA,NA,NA,NA,9
31,Woman,NA,Not Selected,NA
53,Woman,NA,Not Selected,NA
43,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",NA
26,Man,NA,Not Selected,NA
35,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
63,Woman,NA,Not Selected,NA
70,Woman,NA,Not Selected,NA
56,NA,NA,NA,NA
23,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
30,Woman,NA,Not Selected,NA
40,Woman,Not Selected,Not Selected,4
58,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,NA
66,NA,NA,NA,NA
NA,NA,NA,NA,NA
22,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
25,NA,NA,NA,NA
67,NA,NA,NA,NA
58,Woman,Not Selected,Not Selected,5
28,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
72,Woman,Not Selected,Not Selected,5
64,Woman,Not Selected,Not Selected,4
52,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
42,Non-binary,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
65,Man,NA,Not Selected,NA
23,Man,Not Selected,Not Selected,3
31,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,5
56,Woman,Not Selected,Not Selected,9
NA,NA,NA,NA,NA
36,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
61,NA,NA,NA,NA
35,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",7
32,Non-binary,Not Selected,Not Selected,8
61,Presented but no response,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
23,Man,Not Selected,Not Selected,6
34,Woman,NA,Not Selected,NA
68,Woman,NA,Not Selected,NA
60,Woman,NA,Not Selected,NA
80,NA,NA,NA,NA
35,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,7
55,Man,NA,Not Selected,NA
54,Woman,NA,Not Selected,NA
28,Man,Not Selected,Not Selected,3
24,Man,Not Selected,Not Selected,7
36,Woman,Not Selected,Not Selected,NA
57,Woman,NA,Not Selected,NA
29,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
72,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
28,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
57,Woman,Not Selected,Not Selected,6
33,Man,Not Selected,Not Selected,NA
63,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
36,Man,Not Selected,Not Selected,3
NA,NA,NA,NA,NA
35,Man,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
55,Woman,Not Selected,Not Selected,4
NA,NA,NA,NA,3
NA,NA,NA,NA,3
53,Man,NA,Not Selected,NA
24,Man,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,3
59,NA,NA,NA,NA
29,Presented but no response,NA,NA,NA
57,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)",Not Selected,6
NA,NA,NA,NA,8
NA,NA,NA,NA,6
72,Woman,NA,Not Selected,NA
80,NA,NA,NA,NA
70,Man,Not Selected,Not Selected,9
NA,NA,NA,NA,5
NA,NA,NA,NA,3
48,Woman,NA,Not Selected,NA
58,NA,NA,NA,NA
60,Woman,NA,Not Selected,NA
34,NA,NA,NA,NA
NA,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",5
61,Woman,Not Selected,Not Selected,9
73,Man,NA,Not Selected,NA
62,Woman,NA,Not Selected,NA
63,Woman,NA,Not Selected,NA
25,Man,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
55,Woman,NA,Not Selected,NA
47,Man,NA,Not Selected,NA
51,NA,NA,NA,NA
36,Woman,Not Selected,Not Selected,9
NA,NA,NA,NA,9
43,Woman,Not Selected,Not Selected,9
NA,NA,NA,NA,9
61,Woman,NA,Not Selected,NA
25,NA,NA,NA,NA
25,NA,NA,NA,NA
NA,NA,NA,NA,8
NA,NA,NA,NA,8
47,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",9
34,Woman,"Indigenous peoples (e.g., First Nations, M??tis, Inuit)","Sexual or gender minorities (e.g., LGBTQ2+)",6
62,NA,NA,NA,NA
59,NA,NA,NA,NA
31,NA,NA,NA,NA
52,NA,NA,NA,NA
35,Woman,Not Selected,Not Selected,6
48,Woman,NA,Not Selected,NA
35,Man,Not Selected,Not Selected,5
75,Woman,NA,Not Selected,NA
24,Woman,NA,Not Selected,NA
26,Woman,Not Selected,Not Selected,4
82,Woman,NA,Not Selected,NA
54,Woman,NA,"Sexual or gender minorities (e.g., LGBTQ2+)",NA
74,NA,NA,NA,NA
57,NA,NA,NA,NA
63,Woman,NA,Not Selected,NA
30,Woman,Not Selected,"Sexual or gender minorities (e.g., LGBTQ2+)",4
36,Woman,Not Selected,Not Selected,6
73,Woman,Not Selected,Not Selected,6
26,Woman,Not Selected,Not Selected,6
